prompt,prompt_len,target
How many passenger trips were made by tram in Melbourne between 2013-2014? | Melbourne is currently building 50 new E Class trams with some already in service in 2014.,47,1
"Despite an apparent lead by Bush early on, what was thought to be a concern? | Bush had established a lead of around 130,000 votes but the Democrats pointed to provisional ballots that had yet to be counted, initially reported to number as high as 200,000.",65,0
"What is the name of the person who supervised the preparation of the Code Civil? | Napoleon's set of civil laws, the Code Civil—now often known as the Napoleonic Code—was prepared by committees of legal experts under the supervision of Jean Jacques Régis de Cambacérès, the Second Consul.",63,0
"What are the names of various companies that produce and export fish products? | Portuguese processed fish products are exported through several companies, under a number of different brands and registered trademarks, such as Ramirez (the world’s oldest active canned fish producer), Bom Petisco, Nero, Combate, Comur, General, Líder, Manná, Murtosa, Pescador, Pitéu, Tenório, Torreira and Vasco da Gama.[citation needed]",94,0
"What is Michigan's first urban park? | The riverfront includes Tri-Centennial State Park and Harbor, Michigan's first urban state park.",32,0
What battles were initially complete disasters for Rome? | The Romans then again defeated the Carthaginians in naval battle at the Battle of the Aegates Islands and left Carthage with neither a fleet nor sufficient coin to raise one.,45,1
"What percentage makes up for the whites living in the city? | The racial makeup of the city was 73.0% White (70.4% non-Hispanic White), 7.7% Black or African American, 0.3% Native American, 14.4% Asian, 0.0% Pacific Islander, 1.0% from other races, and 3.6% from two or more races.",94,0
"What position did George Hardie hold? | George VI wrote to his brother Edward that in the aftermath of the abdication he had reluctantly assumed ""a rocking throne"", and tried ""to make it steady again"".",43,1
"Whitehead's main philosophy on humans changing is what? | After all, each moment of each person's life can hardly be given a different proper name, and it is easy and convenient to think of people and objects as remaining fundamentally the same things, rather than constantly keeping in mind that each thing is a different thing from what it was a moment ago.",74,0
"In what year did the Admiralty Court hang 26 pirates in Newport, Rhode Island? | The largest non-military mass execution occurred in one of the original thirteen colonies in 1723, when 26 convicted pirates were hanged in Newport, Rhode Island by order of the Admiralty Court.",62,0
"What did some commentators think about Darwin changing the phrasing in his book? | While some commentators have taken this as a concession to religion that Darwin later regretted, Darwin's view at the time was of God creating life through the laws of nature, and even in the first edition there are several references to ""creation"".",64,0
"Near what body of water is St. John's located by? | The city of St. John's is located at a distance by air of 3,636 kilometres (2,259 mi) from Lorient, France which lies on a nearly precisely identical latitude across the Atlantic on the French western coast.",69,1
"What si the teacher-student ratio for Tuvalu schools? | The teacher-pupil ratio for primary schools in Tuvalu is around 1:18 for all schools with the exception of Nauti School, which has a teacher-student ratio of 1:27.",57,0
"Into how many languages was Cesare Beccaria's Crimes and Punishments (1764) translated? | Another prominent intellectual was Francesco Mario Pagano, who wrote important studies such as Saggi Politici (Political Essays, 1783), one of the major works of the Enlightenment in Naples, and Considerazioni sul processo criminale (Considerations on the criminal trial, 1787), which established him as an international authority on criminal law.",95,1
"Which two people helped lift Victoria's body into the coffin? | One of Albert's dressing gowns was placed by her side, with a plaster cast of his hand, while a lock of John Brown's hair, along with a picture of him, was placed in her left hand concealed from the view of the family by a carefully positioned bunch of flowers.",74,1
"When was Munammad Huayn Haykal's first modern novel published? | Indeed, the Egyptians were the first culture to develop literature as we know it today, that is, the book.",41,1
"What makes Bermuda a popular tourist destination? | Bermuda's pink sand beaches and clear, cerulean blue ocean waters are popular with tourists.",30,0
What does Hinayana mean in English? | Buddhists themselves have a variety of other schemes.,19,1
"What's the title of the fifth film in the Terminator franchise? | On July 11, 2011, it was announced that Schwarzenegger was considering a comeback film despite his legal problems.",43,1
"what type of flowers did Gules use? | ""Azure, three ships with three masts, rigged and under full sail, the sails, pennants and ensigns Argent, each charged with a cross Gules; on a chief of the second a pale quarterly Azure and Gules, on the 1st and 4th a fleur-de-lis or, on the 2nd and 3rd a leopard or, between two roses Gules seeded Or barbed Vert.""",98,0
"An app produced with the iPhone SDK can only run on what devices? | Apps produced with the iPhone SDK are compatible only with the iOS on the iPod Touch and iPhone, which cannot run clickwheel-based games.",44,0
What musical instrument is situated at Royal Albert Hall? | The UK's largest pipe organ is at the Royal Albert Hall.,26,0
"Who operates the Oklahoma History Center? | Located across the street from the governor's mansion at 800 Nazih Zuhdi Drive in northeast Oklahoma City, the museum opened in 2005 and is operated by the Oklahoma Historical Society.",52,0
"When do movies rented through this marketplace expire? | They expire in 14 days after download or at the end of the first 24 hours after the movie has begun playing, whichever comes first.",42,0
"At this time, what type of players were added to Barcelona? | On the field, an influx of international players, including Ronaldinho, Deco, Henrik Larsson, Ludovic Giuly, Samuel Eto'o, and Rafael Márquez, combined with home grown Spanish players, such as Carles Puyol, Andrés Iniesta, Xavi and Víctor Valdés, led to the club's return to success.",81,0
"How many government operated radio stations exist in the Somaliland region? | Additionally, the Somaliland region in the northwest has one government-operated radio station.",30,0
"Tito was awarded with the Order of the White Rose of what country? | Some of the other foreign awards and decorations of Josip Broz Tito include Order of Merit, Order of Manuel Amador Guerrero, Order of Prince Henry, Order of Independence, Order of Merit, Order of the Nile, Order of the Condor of the Andes, Order of the Star of Romania, Order of the Gold Lion of the House of Nassau, Croix de Guerre, Order of the Cross of Grunwald, Czechoslovak War Cross, Decoration of Honour for Services to the Republic of Austria, Military Order of the White Lion, Nishan-e-Pakistan, Order of Al Rafidain, Order of Carol",137,1
"Where are most of them from? | Most of the migrants are from communities in Sudan and Eritrea, particularly the Niger-Congo-speaking Nuba groups of the southern Nuba Mountains; some are illegal immigrants.",43,0
"What is another name for ectosymbiosis? | Examples of this include ectoparasites such as lice, commensal ectosymbionts such as the barnacles that attach themselves to the jaw of baleen whales, and mutualist ectosymbionts such as cleaner fish.",62,1
"Who dominates energy production in Greece? | Energy production in Greece is dominated by the Public Power Corporation (known mostly by its acronym ΔΕΗ, or in English DEI).",35,0
"What longitudes does Guinea-Bissau mostly lie between? | It lies mostly between latitudes 11° and 13°N (a small area is south of 11°), and longitudes 13° and 17°W.",54,0
"What was made visible at a partial vacuum of 10 Pa? | A number of electrical properties become observable at this vacuum level, which renewed interest in further research.",35,0
"What date did William Whitney Brazelton Die? | Brazelton's crimes prompted John J. Valentine, Sr. of Wells, Fargo & Co. to send special agent and future Pima County sheriff Bob Paul to investigate.",48,1
What reflects the prevalence rates varying? | The variance in prevalence rates is reflected in people's inconsistent responses to the different components of sexual orientation within a study and the instability of their responses over time.,41,0
"Who did scholars beieve carried on the rituals in a consistent procedure? | The old oracles in Delphi seem to be connected with a local tradition of the priesthood, and there is not clear evidence that a kind of inspiration-prophecy existed in the temple.",53,1
"What is the name of the Japanese national anthem? | The lyrics of the modern Japanese national anthem, Kimi ga Yo, were written in the Heian period, as was The Tale of Genji by Murasaki Shikibu, one of the first novels ever written.",56,0
"Queen Victoria set up meetings between The Britian royal family and what house to help improve relations between Britain and France? | Internationally, Victoria took a keen interest in the improvement of relations between France and Britain.",43,1
"What season was Phil Cavarretta a key player for the Cubs? | Although shortstop Ernie Banks would become one of the star players in the league during the next decade, finding help for him proved a difficult task, as quality players such as Hank Sauer were few and far between.",58,1
"What year were the expulsions from England? | Over this period of several hundred years, some have suggested, Jewish economic activity was focused on trade, business management, and financial services, due to several presumed factors: Christian European prohibitions restricting certain activities by Jews, preventing certain financial activities (such as ""usurious"" loans) between Christians, high rates of literacy, near universal male education, and ability of merchants to rely upon and trust family members living in different regions and countries.",97,1
"What is it easier to do regarding God? | Thus, it is easier to state what God is not, than to state what God is: ""... we affirm things of God only relatively, that is, casually, whereas we deny things of God absolutely, that is, with reference to what He is in Himself.",64,0
When did Strasbourg accept Protestantism? | His efforts were countered by the Roman Catholic Habsburgs who tried to eradicate heresy in Upper Alsace.,27,1
Which transportation vehicles were banned from entering New Delhi? | Transportation vehicles that are more than 10 years old were banned from entering the capital.,30,0
"Schumann described Chopin's music as cannons buried in what? | Chopin's works are cannon buried in flowers!""",25,0
"What do critics have to say about this payment? | For some clubs who have failed to win immediate promotion back to the Premier League, financial problems, including in some cases administration or even liquidation have followed.",42,1
"Most town people lived in what type of houses? | In towns even most better-off people lived in terraced houses, which typically opened straight onto the street, often with a few steps up to the door.",43,0
"What were the last two cities to be controlled by Gaddafi's government? | In August, the rebels seized Zliten and Tripoli, ending the last vestiges of Gaddafist power.",41,0
"To what does the term ""Sack of Palermo"" refer? | The so-called ""Sack of Palermo"" is one of the major visible faces of the problem.",34,1
"From which language does the word ""adolescence"" originate? | Adolescence (from Latin adolescere, meaning ""to grow up"") is a transitional stage of physical and psychological human development that generally occurs during the period from puberty to legal adulthood (age of majority).",54,0
"The second riot of 1876 happened when? | In the 1876 election cycle, two major riots between black Republicans and white Democrats occurred in the city, in September and the day after the election in November, as well as a violent incident in Cainhoy at an October joint discussion meeting.",65,0
"Did Muslims in Burma give a repose to statements made by al-Qaeda? | In response, the military raised its level of alertness while the Burmese Muslim Association issued a statement saying Muslims would not tolerate any threat to their motherland.",47,0
What Buddhism emerged in the second half of the 20th century in Japan? | In the second half of the 20th Century a modern movement in Nichiren Buddhism: Soka Gakkai (Value Creation Society) emerged in Japan and spread further to other countries.,58,0
Many USB host interfaces do not what? | USB devices are also required to automatically enter ultra low-power suspend mode when the USB host is suspended.,31,1
What helps bacteria to survive? | Only the intimate association with the hydrogen-consuming Archaea keeps the hydrogen concentration low enough to allow the bacteria to grow.,32,1
What is an example of a product Wall Street invented to answer the demand for income generating investments? | Investment banks on Wall Street answered this demand with products such as the mortgage-backed security and the collateralized debt obligation that were assigned safe ratings by the credit rating agencies.,55,0
"How many women are members of the Sweet Adelines? | The membership of nearly 25,000 women, all singing in English, includes choruses in most of the fifty United States as well as in Australia, Canada, England, Finland, Germany, Ireland, Japan, New Zealand, Scotland, Sweden, Wales and the Netherlands.",71,0
"What was the argument against the deportation of a Tuvaluan family from new Zealand? | In 2014 attention was drawn to an appeal to the New Zealand Immigration and Protection Tribunal against the deportation of a Tuvaluan family on the basis that they were ""climate change refugees"", who would suffer hardship resulting from the environmental degradation of Tuvalu.",72,0
Who was the leader of the group attacked by the people of the Marshall Islands in 1834? | A number of vessels visiting the islands were attacked and their crews killed.,38,1
How are chatter marks formed? | They are formed by abrasion when boulders in the glacier are repeatedly caught and released as they are dragged along the bedrock.,31,0
"What percent of Georgia use Russian as their main language? | In Georgia Russian has no official status, but it's recognised as a minority language under the Framework Convention for the Protection of National Minorities.",42,1
"What were used to write Sanskrit? | The latter was displaced in its turn by Devanagari in the 11th or 12th century, with intermediary stages such as the Siddhaṃ script.",44,1
"What types of media increases as internet connectivity and access increases? | Print media in the country is also progressively giving way to news radio stations and online portals, as internet connectivity and access increases.",39,0
What do Ethnoarchaeologists gain a better understanding of by studying living human groups? | Archaeologists examine these material remains in order to deduce patterns of past human behavior and cultural practices.,38,1
"When did Leonid Brezhnev die? | In 1964, Nikita Khrushchev was removed from his position of power and replaced with Leonid Brezhnev.",34,1
What type of herbicide selectively kills broad leef weeds? | Phenoxy compounds tend to selectively kill broad-leaf weeds rather than grasses.,27,0
"What museum is located in Hamden on Whitney Street and dedicated to a notable New Haven inventor? | There is also the Connecticut Children's Museum; the Knights of Columbus museum near that organization's world headquarters; the Peabody Museum of Natural History; the Yale University Collection of Musical Instruments; the Eli Whitney Museum (across the town line in Hamden, Connecticut, on Whitney Avenue); the Yale Center for British Art, which houses the largest collection of British art outside the U.K., and the Yale University Art Gallery, the nation's oldest college art museum.[citation needed]",118,0
"Reticular neurons transfer signals to what part of the brain? | An important component of the system is the reticular formation, a group of neuron-clusters scattered diffusely through the core of the lower brain.",43,1
"What architects have buildings in the Yale Old Campus? | Other examples of the Gothic (also called neo-Gothic and collegiate Gothic) style are on Old Campus by such architects as Henry Austin, Charles C. Haight and Russell Sturgis.",49,0
Who replaced Lord Rosebery the year following his appointment? | Gladstone returned to power after the 1892 general election; he was 82 years old.,35,1
What Russian-Austrian agreement preceded the Seven Years War that started in 1755-56? | In 1756 Austria was making military preparations for war with Prussia and pursuing an alliance with Russia for this purpose.,50,1
What does NATO ascribe naval air defence as? | NATO refers to airborne air defence as counter-air and naval air defence as anti-aircraft warfare.,31,0
"What are the Nigerian states' sub-divisions called? | The plethora of states, of which there were only three at independence, reflect the country's tumultuous history and the difficulties of managing such a heterogeneous national entity at all levels of government.",50,1
"Greek thought is predominately applying mathematics and what other method? | In the Hellenistic age scholars frequently employed the principles developed in earlier Greek thought: the application of mathematics and deliberate empirical research, in their scientific investigations.",44,0
What technology is used by night-vision devices? | Night-vision devices using active near-infrared illumination allow people or animals to be observed without the observer being detected.,35,0
"Eavesdropping on a closed system via the faint electro-magnetic trasmissions generated by the hardware has been referred to as what by the NSA? | Even machines that operate as a closed system (i.e., with no contact to the outside world) can be eavesdropped upon via monitoring the faint electro-magnetic transmissions generated by the hardware; TEMPEST is a specification by the NSA referring to these attacks.",83,0
"What percent don't own cars? | Of the city's residents, 32 percent reported having no vehicles available while 23 percent had two or more vehicles available, as of 2013[update].",48,0
"What is expected of newcomers? | New performers are expected to ""pay their dues"" for a few years by working in lower-profile promotions and working as ring crew before working their way upward.",40,0
"What professors established the importance of Whitehead's work? | Early followers of Whitehead were found primarily at the University of Chicago's Divinity School, where Henry Nelson Wieman initiated an interest in Whitehead's work that would last for about thirty years.",51,1
How high is Emba Soira? | The Afar Triangle or Danakil Depression of Eritrea is the probable location of a triple junction where three tectonic plates are pulling away from one another.,40,1
What office did Ibn Sina receive in Hamadan? | Ibn Sina was even raised to the office of vizier.,24,0
"When were laws first created to regulate pesticides? | The first legislation providing federal authority for regulating pesticides was enacted in 1910; however, decades later during the 1940s manufacturers began to produce large amounts of synthetic pesticides and their use became widespread.",56,0
What caused the Winter Storm of 2000? | Storms of this magnitude are generally the result of cold air damming that affects the city due to its proximity to the Appalachian Mountains.,40,0
What happened to nobility at expense of the king? | The Polish nobility differed in many respects from the nobility of other countries.,26,1
"What did Henry Hudson call the river that is now called the Hudson River? | He proceeded to sail up what he named the North River, also called the Mauritis River, and now known as the Hudson River, to the site of the present-day New York State capital of Albany in the belief that it might represent an oceanic tributary.",69,0
"From which areas did Alaskan supporters face political challenges? | Statehood supporters also found themselves fighting major battles against political foes, mostly in the U.S. Congress but also within Alaska.",38,0
"what was the nickname of juan atkins, derrick may, and devin saunderson? | It was developed starting in the late 80s, one of the earliest hits being ""Big Fun"" by Inner City.",47,1
"Where was Chopin's initial performance? | The Prince, who was himself a talented musician, moved close to the keyboard to view Chopin's technique.",32,1
What type of donations did the Jerkins Orphanage accept? | The orphanage accepted donations of musical instruments and Rev. Jenkins hired local Charleston musicians and Avery Institute Graduates to tutor the boys in music.,40,0
What does EAPC stand for? | Armenia also had 46 members of its military peacekeeping forces as a part of the Coalition Forces in Iraq War until October 2008.,39,1
"The grounds at what location were the site of ""diplomatic hunts""? | Another residence was maintained at Lake Bled, while the grounds at Karađorđevo were the site of ""diplomatic hunts"".",42,0
"What year did that take place? | Other than Tottenham's victory, only 24 finalists have come from outside English football's top tier, with a record of 7 wins and 17 runners-up: and none at all from the third tier or lower, Southampton (1902) being the last finalist from outside the top two tiers.",76,1
"What were William Kent's interior designs based from? | The antiquities of Herculaneum showed that even the most classicising interiors of the Baroque, or the most ""Roman"" rooms of William Kent were based on basilica and temple exterior architecture turned outside in, hence their often bombastic appearance to modern eyes: pedimented window frames turned into gilded mirrors, fireplaces topped with temple fronts.",80,0
"What is the vertex also known as? | Here, the vertex, or the apex (dorsal region), is situated between the compound eyes for insects with a hypognathous and opisthognathous head.",44,0
"What is the typical ethnicity of artists played on quiet storm stations? | A format called quiet storm is often included in urban adult contemporary, and is often played during the evening, blending the urban AC and soft AC styles of music.",47,1
During the 19th century was there any advocates for the working children? | Lord Shaftesbury was an outspoken advocate of regulating child labour.,31,0
"Who employed Latimer when he developed his first patent? | Lewis Latimer, employed at the time by Edison, developed an improved method of heat-treating carbon filaments which reduced breakage and allowed them to be molded into novel shapes, such as the characteristic ""M"" shape of Maxim filaments.",58,0
"Who produced the contents of World Three? | World Three, he argued, was the product of individual human beings in exactly the same sense that an animal path is the product of individual animals, and that, as such, has an existence and evolution independent of any individual knowing subjects.",57,0
What did Emperor Haile Selassie seek to annex in the 1950's? | He laid claim to both territories in a letter to Franklin D. Roosevelt at the Paris Peace Conference and at the First Session of the United Nations.,52,1
"How did newspapers abbreviate Leatherwood's phrase? | The term became popular with newspaper writers who often abbreviated it as ""A. and H. Pueblo"".",33,0
Where did bestselling author George R. R. Martin earn his B.S. and M.S.? | The Medill School of Journalism has produced notable journalists and political activists including 38 Pulitzer Prize laureates.,45,0
"How did Avicenna want man to think of themselves as? | The thought experiment told its readers to imagine themselves created all at once while suspended in the air, isolated from all sensations, which includes no sensory contact with even their own bodies.",49,0
"What treaty did Nasser object to? | Despite it having the almost unanimous backing of Egypt's political forces, Nasser strongly objected to the 1936 Anglo-Egyptian Treaty because it stipulated the continued presence of British military bases in the country.",51,0
Laws about antennas keep home owners' associations and city government from banning what? | Laws about antennas were updated before the change to digital terrestrial broadcasts.,30,1
"When was the lowest unemployment rate in Namibia? | ""Strict unemployment"" (people actively seeking a full-time job) stood at 20.2% in 2000, 21.9% in 2004 and spiraled to 29.4% in 2008.",69,0
"In what year was the merger charter signed? | Sadat became increasingly wary of Libya's radical direction, and the September 1973 deadline for implementing the Federation passed by with no action taken.",43,1
"For how long were the Tories dismissed from office? | Although the Tories were dismissed from office for half a century, for most of this period (at first under the leadership of Sir William Wyndham), the Tories retained party cohesion, with occasional hopes of regaining office, particularly at the accession of George II (1727) and the downfall of the ministry of Sir Robert Walpole in 1742.",83,0
"What Marvel executive helped change the focus of Marvel's stories and characters? | In 1961, writer-editor Stan Lee revolutionized superhero comics by introducing superheroes designed to appeal to more all-ages readers than the predominantly child audiences of the medium.",54,0
"Who was the king of Prussia from 1740 to 1786? | Voltaire, who had been imprisoned and maltreated by the French government, was eager to accept Frederick's invitation to live at his palace.",49,1
"How many species of plants have been identified in the Alpine regions? | These do not reach exactly to the same elevation, nor are they often found growing together; but their upper limit corresponds accurately enough to the change from a temperate to a colder climate that is further proved by a change in the presence of wild herbaceous vegetation.",65,1
"What did the first federal wildlife commerce law prohibit? | It prohibited interstate commerce of animals killed in violation of state game laws, and covered all fish and wildlife and their parts or products, as well as plants.",43,0
What is one of Europes cleanest | Local buses in Utrecht are operated by Qbuzz – its services include a high-frequency service to the Uithof university district.,35,1
How many of the Orthodox Great Feasts dedicated to Mary? | Five of the twelve Great Feasts in Orthodoxy are dedicated to Mary.,29,0
What book did Nasser start writing? | Nasser had also felt bitter that his brigade had not been relieved despite the resilience it displayed.,27,1
"When was 'Treatise Concerning the Principles of Human Knowledge' published? | In response to Locke, he put forth in his Treatise Concerning the Principles of Human Knowledge (1710) an important challenge to empiricism in which things only exist either as a result of their being perceived, or by virtue of the fact that they are an entity doing the perceiving.",74,0
What is another term for Bharatam? | This tradition is believed to have been started at the request of Adi Shankaracharya who sought to unify the states of Bharatam (Unified India) by encouraging cultural exchange.,44,0
"When did the Israeli air force destroy Iraq's sole nuclear reactor? | Following a series of PLO attacks in 1982, Israel invaded Lebanon that year to destroy the bases from which the PLO launched attacks and missiles into northern Israel.",50,1
"what types of people did the club The Warehouse attract? | One of the people in the car with him joked, ""you know, that's the kind of music you play down at the Warehouse!""",42,1
The difference between the Buddha's teaching and the yoga presented in what what type of texts is significant? | The difference between the Buddha's teaching and the yoga presented in early Brahminic texts is striking.,43,0
"What follows a geodesic of space-time? | An object in free fall does not experience a force, because it is following a geodesic.",29,1
"What is the average amount lived on per day? | The World Bank Tajikistan Policy Note 2006 concludes that remittances have played an important role as one of the drivers of Tajikistan's robust economic growth during the past several years, have increased incomes, and as a result helped significantly reduce poverty.",62,1
What does MOCAD stand for? | Many of the area's prominent museums are located in the historic cultural center neighborhood around Wayne State University and the College for Creative Studies.,36,1
"What are riwaaydo? | Growing out of the Somali people's rich storytelling tradition, the first few feature-length Somali films and cinematic festivals emerged in the early 1960s, immediately after independence.",47,1
What can be used in a wrestling story? | Celebrities would also be involved in storylines.,19,1
"How many bridges does Nanjing have over the Yangtze River? | As of October 2014, Nanjing had five bridges and two tunnels over the Yangtze River, which are tying districts north of the river with the city centre on the south bank.",53,0
"What applications do chalcogenides have? | The other chalcogenides (ZnS, ZnSe, and ZnTe) have varied applications in electronics and optics.",36,0
"Along with modern and classical languages, what were all students in the lycées taught? | Unlike the system during the Ancien Régime, religious topics did not dominate the curriculum, although they were present in addition to teachers from the clergy.",49,1
Was firmware update 3.21 optional or mandatory if users wanted to continue accessing the PS Network? | The firmware update 3.21 was mandatory for access to the PlayStation Network.,40,0
"Where in Eritrea are marine species such as dolphin, turtles and manta ray found? | The endangered African wild dog (Lycaon pictus) was previously found in Eritrea, but is now deemed extirpated from the entire country.",48,1
"What might happen in a restrictive state even if you do have access to the youtube site itself? | In other countries access to the website as a whole remains open, but access to specific videos is blocked.",42,0
"What are some of the practices Gautama underwent on his quest? | He realized that he had taken this kind of practice to its limit, and had not put an end to suffering.",38,1
"What was the resolution that granted Namibia it's name? | Attempts to persuade South Africa to agree to the plan's implementation were not successful until 1988 when the transition to independence finally started under a diplomatic agreement between South Africa, Angola and Cuba, with the USSR and the USA as observers, under which South Africa agreed to withdraw and demobilise its forces in Namibia.",80,1
"Which text was the first to have concepts of astronomy in it? | The 13 chapters of the second part cover the nature of the sphere, as well as significant astronomical and trigonometric calculations based on it.",43,1
What did indigenous people that lived in Santa Monica call it previously? | Santa Monica was long inhabited by the Tongva people.,26,1
What is the dining table laid with for state banquets? | State banquets also take place in the Ballroom; these formal dinners are held on the first evening of a state visit by a foreign head of state.,44,1
"When did the Bethnal Green disaster occur? | Facing the threat of Japanese Kamikaze attacks the British and US developed surface-to-air rockets like British Stooge or the American Lark as counter measures, but none of them were ready at the end of the war.",55,1
"What is the common name for shapes and forms of bacteria? | Among the smallest bacteria are members of the genus Mycoplasma, which measure only 0.3 micrometres, as small as the largest viruses.",44,1
What is the shorter form of Al-Shifa called? | A shorter form of the work is known as the An-najat (Liberatio).,32,0
"What elements of Proto-Indo-Iranian did not diverge according to the ensuing split between eastern and western variants? | These concern the fate of the Proto-Indo-Iranian first-series palatal consonants, *ć and *dź:",49,0
What year was the Legend of Zelda:Twilight Princess originally planned for release? | It is the thirteenth installment in the The Legend of Zelda series.,30,1
"What was the subject of the front page on 22 September 2003? | On 22 September 2003 the newspaper appeared to misjudge the public mood surrounding mental health, as well as its affection for former world heavyweight champion boxer Frank Bruno, who had been admitted to hospital, when the headline ""Bonkers Bruno Locked Up"" appeared on the front page of early editions.",84,0
"What movement occurred during the 1970s? | The discipline of ecology typically traces its origin to the synthesis of Darwinian evolution and Humboldtian biogeography, in the late 19th and early 20th centuries.",51,1
"What happened to the dikes the Aztecs built? | These dikes were destroyed during the siege of Tenochtitlan, and during colonial times the Spanish regularly drained the lake to prevent floods.",39,0
"What used most of Fighter Command's resources? | The heavy fighting in the Battle of Britain had eaten up most of Fighter Command's resources, so there was little investment in night fighting.",40,0
"What type of computing did Feynman and his son help develop? | Feynman had a great deal of success teaching Carl, using, for example, discussions about ants and Martians as a device for gaining perspective on problems and issues.",46,1
When was the land under Tibetan empire and Chinese? | It was temporarily under the control of the Tibetan empire and Chinese from 650–680 and then under the control of the Umayyads in 710.,49,0
"When did Nigeria receive independence? | By independence in 1960, regional differences in modern educational access were marked.",26,0
"What is the population of Saint Helena? | Saint Helena measures about 16 by 8 kilometres (10 by 5 mi) and has a population of 4,255 (2008 census).",47,0
What did  Sir James Weddell command? | The Antarctic fur seal was very heavily hunted in the 18th and 19th centuries for its pelt by sealers from the United States and the United Kingdom.,46,1
"Who called postmodern architecture a ""decorated shed""? | Postmodernism produced a style that combined contemporary building technology and cheap materials, with the aesthetics of older pre-modern and non-modern styles, from high classical architecture to popular or vernacular regional building styles.",52,1
What principle did John's predecessors use? | There was as yet no model for what should happen if a king refused to do so.,29,1
"How many degrees off was Adams' prediction? | Challis later realised that he had observed the planet twice, on 4 and 12 August, but did not recognise it as a planet because he lacked an up-to-date star map and was distracted by his concurrent work on comet observations.",62,1
"What impressed Liu Bei so much about Nanjing? | Surrounded by the Yangtze River and mountains, Nanjing also enjoys beautiful natural scenery.",28,1
"When was Mario born? | In 1966, Tony married the family's housekeeper Joan Gustafson; they had two children, Jennifer (born 1967) and Mario (born 1968).",49,0
"Which port is Galicia's most important? | The most important Galician fishing port is the Port of Vigo; It is one of the world's leading fishing ports, second only to Tokyo, with an annual catch worth 1,500 million euros.",55,0
"What military branch was George W. Bush in? | With the continuing controversy that had surrounded the military service of George W. Bush since the 2000 Presidential election (when he was accused of having used his father's political influence to gain entrance to the Texas Air National Guard, thereby protecting himself from conscription into the United States Army, and possible service in the Vietnam War), John Kerry's contrasting status as a decorated Vietnam War veteran posed a problem for Bush's re-election campaign, which Republicans sought to counter by calling Kerry's war record into question.",119,0
"How is the per capita income compared to the world? | For most Central Africans, the informal economy of the CAR is more important than the formal economy.[citation needed]",35,1
"Because of a dog's resourcefulness to people, they have been given what nickname? | This impact on human society has given them the nickname ""man's best friend"" in the Western world.",42,0
"Along with replacement via inpainting, what procedure is used in infrared cleaning to remove the effect of scratches and dust? | The infrared channel, in combination with the other channels, is used to detect the location of scratches and dust.",47,1
"When was Morrisania created? | In 1846, a new town, West Farms, was created by division of Westchester; in turn, in 1855, the town of Morrisania was created from West Farms.",50,0
"How do some annelids get a one-time chance at a better spawning spot? | In a few species the rear of the body splits off and becomes a separate individual that lives just long enough to swim to a suitable environment, usually near the surface, and spawn.",55,0
What are the dimensions of the Hoddle Grid? | The Hoddle Grid (dimensions of 1 by 1⁄2 mile (1.61 by 0.80 km)) forms the centre of Melbourne's central business district.,51,0
"What was the initial definition of copy-text? | The bibliographer Ronald B. McKerrow introduced the term copy-text in his 1904 edition of the works of Thomas Nashe, defining it as ""the text used in each particular case as the basis of mine.""",60,0
How are the results simplified when using the SASO? | For each question on the scale that measures homosexuality there is a corresponding question that measures heterosexuality giving six matching pairs of questions.,38,1
"In what building did the city's deadliest industrial disaster occur? | In 1911, the Triangle Shirtwaist Factory fire, the city's worst industrial disaster, took the lives of 146 garment workers and spurred the growth of the International Ladies' Garment Workers' Union and major improvements in factory safety standards.",68,0
"What is Avicenna's Book of Healing referred to in Arabic? | Notably, Avicenna develops what is called the ""flying man"" argument in the Psychology of The Cure I.1.7 as defense of the argument that the soul is without quantitative extension, which has an affinity with Descartes's cogito argument (or what phenomenology designates as a form of an ""epoche"").",80,1
"What percent of apartments are seasonal apartments? | As of 2000[update], there were 67,115 private households in the municipality, and an average of 1.8 persons per household.",47,1
"What crime did the British trainers believe Gaddafi was involved in? | Under Idris, Libya's armed forces were trained by the British military; this angered Gaddafi, who viewed the British as imperialists, and accordingly he refused to learn English and was rude to the British officers, ultimately failing his exams.",63,1
What percentage of New Delhi's population is Hindu? | Hinduism is the religion of 79.8% of New Delhi's population.,31,0
What class did a majority of appointed ministers come from during the Han dynasty? | He presided over the Han government but shared power with both the nobility and appointed ministers who came largely from the scholarly gentry class.,42,0
"What was the source of educational material in Early Modern age universities? | Philipp Melanchthon cited the works of Erasmus as a highly influential guide for connecting theology back to original texts, which was important for the reform at Protestant universities.",47,1
"What is most common voltage for DC supply? | In Slovakia, there are two narrow-gauge lines in the High Tatras (one a cog railway).",32,1
"When might an individual experience shortness of breath? | These symptoms are likely induced by a massive surge of catecholamines from the sympathetic nervous system, which occurs in response to pain and the blood flow abnormalities that result from dysfunction of the heart muscle.",51,1
"Who wrote the music for Twilight Princess? | The game's score was composed by Toru Minegishi and Asuka Ohta, with series regular Koji Kondo serving as the sound supervisor.",41,0
How much of Pakistan's large-scale manufacturing is in Punjab? | It counts for 39.2% of large scale manufacturing and 70% of small scale manufacturing in the country.,42,0
"What might help migrating birds navigate? | Migrating birds navigate using celestial cues from the sun and stars, the earth's magnetic field, and probably also mental maps.",35,0
