prompt,prompt_len,target
Jack Brabham,5,0
Abigail Adams,3,1
Eric I of Denmark,5,0
John Jacob Astor I,5,1
Kenny Rogers,3,1
Joe Benjamin,3,1
"Charles, Duke of Brittany",6,0
Dutch Clark,3,1
William Trousdale,5,1
Marcel Breuer,4,1
David Reubeni,5,0
Ban Chao,3,0
Shota Rustaveli,6,0
William Shippen,4,1
"Engelbert I, Count of the Mark",9,0
John Ball,3,0
Lyndon B. Johnson,6,1
Warner Oland,4,1
Yun Jeung,4,0
Josephine Cochrane,4,1
Ludwig Mies van der Rohe,7,1
Robert Wood,3,0
Louise Moillon,4,0
Phil Hill,3,1
Harry Warner Frantz,5,1
Edwin Mattison McMillan,5,1
Otto III,3,0
Ludwig Münstermann,4,0
Barbara W. Tuchman,6,1
Kathleen Antonelli,4,1
Bernhard Hederich,5,0
Elsie Eaves,5,1
Marie of Brienne,5,0
Major Holley,4,1
Henry del Vasto,5,0
"Otto IV, Holy Roman Emperor",7,0
Rögnvald Eriksson,5,0
高汝礪,4,0
Kim Hunter,3,1
Sima Shi,4,0
John I of Chalon-Arlay,9,0
John Tyler,3,1
Charles Proteus Steinmetz,6,1
Melvin Frank,4,1
Salman the Persian,5,0
Walter Savitch,4,1
Alice Cogswell,4,1
Martinus Gosia,5,0
Galeazzo Malatesta,7,0
Emperor Xianwen of Northern Wei,7,0
Jan of Czarnków,6,0
Andreas von Kreytzen,7,0
Francesco Balducci Pegolotti,8,0
Christian VII of Denmark,5,0
Mike Nichols,3,1
He Qi,3,0
Arsinoe II,5,0
"Henry II, Count of Reuss-Gera",10,0
Edward Teller,3,1
Richard Tarlton,4,0
Nikola Radonja,4,0
Princess Margaret of Prussia,5,0
Ola Delight Smith,4,1
Hugo Münsterberg,4,1
Guillaume Crespin,4,0
Ali bin Abi Tarab bin Fairuz,9,0
Roger of Cannae,5,0
Katharine Hepburn,4,1
Vladimir Nabokov,5,1
Theodore Roosevelt,3,1
Wang Chongrong,4,0
Blind Lemon Jefferson,4,1
Nelson Rockefeller,3,1
Agnes of Savoy,4,0
Chen Chun,3,0
Stephen Crane,3,1
"Louis, Count of Stolberg",7,0
Chet Baker,4,1
Lucille Lund,4,1
James Madison,3,1
Marron Curtis Fort,5,1
Elvis Presley,3,1
Gu Quanwu,4,0
Elizabeth of Austria,4,0
Rurik Rostislavich,8,0
Gilabert de Próixita,8,0
Àhmad ibn Abi-Duad,9,0
Heinrich Faber,3,0
John Lefferts,5,1
Stella Adler,3,1
Bela Lugosi,5,1
Samuel Adams,3,1
Harald III of Norway,5,0
Pedro Fernández de Castro,5,0
"Domhnall II, Earl of Mar",9,0
"Gottfried I, Count of Laufenburg",10,0
"Frederick I, Count of Weimar-Orlamünde",11,0
Ray Bradbury,3,1
"Theobald V, Count of Blois",9,0
John Doukas Komnenos,7,0
Arthur Cleveland Bent,4,1
Doris Hart,3,1
Marguerite d'Oingt,7,0
蕭方等,4,0
Amber Rayne,4,1
Bela Lugosi,5,1
Francis Beaumont,3,0
William Thomas Hamilton,4,1
Antonio Tarsia,4,0
Anders Sunesen,4,0
Alexander Stewart,3,0
Fritz Lang,3,1
Rufus R. Jones,6,1
Richard Courant,3,1
Fausta Cornelia,4,0
Margaret de Clare,4,0
Jack Steinberger,4,1
Charles Martel of Anjou,6,0
Jean E. Sammet,6,1
Bela Lugosi,5,1
Ulrich von Castell,4,0
Gerhard III van Loon,5,0
Gustav Klimt,4,0
Alexander Spotswood,4,1
Adrian VI,3,0
"Achard II, Count of Lecce",8,0
Gregor von Burtscheid,6,0
Glenn Seaborg,4,1
Ira Gershwin,5,1
Frédéric de Montalban,5,0
Samuel W. Lewis,5,1
楊終,3,0
Helen Iglauer Glueck,7,1
Emma P. Carr,5,1
John George Kemeny,5,1
Antonio da Sangallo the Younger,7,0
Tian Feng,3,0
Leonhard von Keutschach,7,0
Elias of London,4,0
Martha Washington,3,1
Anthony Sowell,4,1
Abelard of Hauteville,6,0
Hazel Bishop,3,1
German Goldenshteyn,6,1
Eumenes II,5,0
Theophrastus,5,0
John Peter Zenger,5,1
"Siegmund, Margrave of Bayreuth",9,0
Johann Friedrich Karcher,5,0
Percy Bysshe Shelley,6,0
Ludwig Rellstab,5,0
Robert Altman,3,1
Arlene Harris,4,1
Elizabeth of Aragon,4,0
Johann Friedrich Agricola,5,0
Johann Christian von Engel,5,0
William Crawford,3,1
Michael Curtiz,4,1
Benedetto Falier,5,0
Livia Ana Tătaru,8,0
Alfonso VIII,3,0
Paul Oskar Kristeller,5,1
Annabelle Lee,4,1
"Ana de Mendoza, Princess of Eboli",9,0
John Parker,3,1
Joscelin II,5,0
Alfred Sauvy,4,0
Charles Ericksen,5,1
Bernardo Pulci,5,0
Forrest J Ackerman,4,1
Gottfried Heinrich Trost,5,0
Jacob Albright,3,1
"John Adolph, Duke of Schleswig-Holstein-Sonderburg-Norburg",15,0
Albert IV. von Bogen,6,0
Ivan Asen IV of Bulgaria,7,0
Johanna Schopenhauer,4,0
James Guyon,4,1
Carl Friedrich Kielmeyer,5,0
Kenneth John Conant,5,1
Shima Mingan,5,0
Willem Kalf,4,0
Leven Powell,3,1
Elijah Brigham,3,1
Lucas de Tuy,4,0
Kasimir Anton von Sickingen,7,0
"Edmund Mortimer, 5th Earl of March",10,0
Shukri al-Quwatli,9,0
Zhang Jianzhi,4,0
Salomon Heine,4,0
Abraham Maslow,4,1
Ari Þorgilsson sterki,8,0
Jack Steinberger,4,1
Vitas Gerulaitis,6,1
George Cukor,5,1
Strato II and III,6,0
Lorenzo Pucci,4,0
Yolande Palaeologina of Montferrat,11,0
Johann Jakob Froberger,5,0
Charles-Edward Amory Winslow,7,1
Irma Wyman,4,1
Stephen Ostojić of Bosnia,8,0
Johann Georg Gmelin,5,0
Cyril of White Lake,5,0
Paris Bordone,4,0
George Hubbard Blakeslee,6,1
"Simon, Count of Ponthieu",8,0
Sarah Bagley,4,1
Antonio Gardano,4,0
Gustav Seyffarth,5,1
Julius d’Austria,5,0
Lope de Aguirre,5,0
Gottfried Heinsius,5,0
Wyatt Earp,4,1
John J. Roane,6,1
Ulrich von Weißeneck,6,0
Abraham Lincoln,3,1
Balthasar Russow,6,0
Adalbert of Prague,5,0
Havryil Kolenda,6,0
Suzy Covey,5,1
Urraca of Zamora,5,0
John Wayne,3,1
Johnny Nash,3,1
Karl Brown,3,1
Gervais de Chichester,5,0
James Lent,3,1
"Hans, Count von Bülow",7,0
Philip W. Anderson,5,1
Mary Anderson,3,1
"Otto III, Duke of Bavaria",7,0
Jeffrey Mass,3,1
Mark Weiser,4,1
Peter Faneuil,5,1
Lillian Moller Gilbreth,8,1
Thelma Estrin,5,1
Czesław Miłosz,7,1
Ralph d'Escures,6,0
Zoticus of Comana,6,0
James Buchanan,3,1
Jan de Bray,4,0
Fan Zhi,3,0
Heinrich Schliemann,5,1
Jimi Hendrix,4,1
Florence Griffith,3,1
Gustav Seyffarth,5,1
Ted Stevens,3,1
Mary Macaulay,3,1
魏澹,3,0
"Ernest I, Duke of Brunswick-Lüneburg",11,0
Herman van Malsen,6,0
Lu Xi,3,0
Ulrich Kiesow,4,0
Cui Bian,4,0
Giuseppe Rusnati,4,0
Walter Cronkite,4,1
Longqing Emperor,4,0
John J. Morgan,5,1
Igor Stravinsky,5,1
Clarice de' Medici,6,0
Nathan Hale,3,1
James Joseph Dresnok,5,1
Guillem Magret,5,0
Hermann August Hagen,4,1
Birol Ünel,5,0
Geoffrey III of Rancon,6,0
Tupac Shakur,5,1
Hugh VI of Lusignan,7,0
Mark Twain,3,1
Aristotile Fioravanti,7,0
"Frederick II, Holy Roman Emperor",7,0
Ellsworth Vines,4,1
Clarice de' Medici,6,0
Charles Schlee,4,1
D. W. Griffith,6,1
"Thomas de Mowbray, 4th Earl of Norfolk",12,0
Ted Stevens,3,1
Elwin Bruno Christoffel,7,0
Althea Gibson,4,1
Peter Griess,4,0
Paul Hindemith,5,1
John Steinbeck,4,1
Ella Fitzgerald,3,1
Walter Hilton,3,0
Chester Ittner Bliss,6,1
Ruth R. Benerito,7,1
Xu Sheng,3,0
Bud Abbott,3,1
Kurt Gödel,4,1
Thomas I of Jerusalem,5,0
Thomas Fabri,3,0
"Edmund de Lacy, Baron of Pontefract",9,0
Ivan V of Russia,5,0
John IV Laskaris,6,0
Siegfried Sommer,4,0
Henry Muhlenberg,5,1
Mike Fitzpatrick,3,1
Woodrow Wilson,4,1
John Surtees,4,0
Celestine V,4,0
Henriette Avram,5,1
James Brown,3,1
Inês de Castro,5,0
George Tobias,3,1
Stefano di Ceccano,5,0
Walter Dornberger,4,1
Evelyn Brent,3,1
Franz Xaver Richter,5,0
Fred Sersen,4,1
May Sutton,3,1
Edwin Müller,3,1
Robert Lowie,4,1
Ella Fitzgerald,3,1
Rhys Mechyll,6,0
Niccolò da Bologna,6,0
"Frederick William III, Duke of Schleswig-Holstein-Sonderburg-Beck",15,0
Jacob Bassevi,4,0
Mark Twain,3,1
Bernhard Sculteti,5,0
Patrice O'Neal,6,1
Carl Lindhagen,4,0
Frederick Valentine Melsheimer,6,1
John Coltrane,4,1
"Antonie, Lord of Monaco",7,0
Richard Pynson,4,0
Elias Boudinot,4,1
Johann Tobias Bürg,5,0
Nijō Morotada,7,0
Alice of France,4,0
T. S. Eliot,7,1
Franz Mehring,4,0
Agostino Masucci,5,0
Carlo Conti,3,0
Keith Campbell,3,0
"John Louis II, Prince of Anhalt-Zerbst",12,0
Candye Kane,4,1
Oda of Meissen,6,0
"Robert de Morley, 6th Baron Morley",10,0
"James Butler, 2nd Earl of Ormond",11,0
Frederic Lewy,5,1
Xiao Ying,3,0
耶律敵烈,5,0
Andrew Jackson,3,1
Andrew Jackson,3,1
Forrest J Ackerman,4,1
Leonard O'Brien,5,1
Johann Christian Storr,5,0
Rita Hayworth,4,1
Peter Schmidhuber,4,0
Ulrich Ensingen,4,0
Gabriele Malaspina,6,0
Stephen Harding,3,0
Teresa Ansúrez,5,0
Stanley Donen,4,1
Kunigunde van Bronckhorst,8,0
Willem Jacob Luyten,6,1
Chet Baker,4,1
Andrew Jackson,3,1
Zebulon Pike,4,1
Chen Gong,3,0
Tod Browning,3,1
Carlo de' Medici,5,0
Frederick Agnew Gill,4,0
Justus of Urgell,7,0
Annibale Padovano,7,0
Thomas Dörflein,5,0
Nicholas II Sanudo,5,0
Henry of Lipá,5,0
Christopher Hitchens,4,1
Geoffrey de Luterel,6,0
Constance of Burgundy,5,0
Giovanni Alfonso Borelli,5,0
Melvin Calvin,4,1
William Anderson Coffin,4,1
Princess Margaretha of Saxony,6,0
Dizzy Gillespie,4,1
"Patrick III, Earl of Dunbar",7,0
Adolf II of Berg,5,0
Ulrich of Strasburg,5,0
Adrian von Borsselen,5,0
Arthur Leighton,3,0
Robert Delaunay,4,0
James Madison,3,1
Thomas Monteagle Bayly,6,1
Georg von Bertouch,5,0
Terry Callier,4,1
"Alessandro, Marquis de Maffei",8,0
"Charles Francis Adams, Sr.",7,1
Liu Xiuye,4,0
Nicolas de La Jugie,6,0
Henry Morgenthau,5,1
Ivan Fuqua,4,1
Josep Puig i Cadafalch,8,0
James Cooke Brown,4,1
Myrtle Bachelder,5,1
"Gunning Bedford, Jr.",7,1
Alice Marble,3,1
Danielle Bunten Berry,5,1
Gustav Heinrich Wiedemann,5,0
Berengaria of Barcelona,6,0
Gloria Grahame,4,1
Florence Griffith,3,1
Simon Wanradt,5,0
Henry Fonda,3,1
Bettie Page,4,1
Fulk I FitzWarin,7,0
Andreas Butz,4,0
William Thomas Hamilton,4,1
Ivan Vyhovskyi,6,0
"Alexander, Duke of Schleswig-Holstein-Sonderburg",11,0
John Paul Stevens,4,1
Francesco I de' Medici,6,0
Alexander de Kininmund,6,0
Jörg Breu the Younger,6,0
Carl Peter Thunberg,5,0
Johann Eberlin von Günzburg,7,0
Albrecht von Eyb,6,0
Frederick Valentine Melsheimer,6,1
Caroline Endres Diescher,6,1
Gunther Plüschow,7,0
Roland Freisler,4,0
Joseph Gredt,5,0
George Cukor,5,1
Diether von Isenburg,6,0
James Hilton,3,0
Martin Roman,3,1
Gilbert Stuart,3,1
Eleanor Beaufort,3,0
Phil Hill,3,1
Ramiro II of Aragon,7,0
Qian Hongzuo,6,0
Johan III van Wittem,6,0
Edgar Allan Poe,4,1
Ira H. Abbott,5,1
Christopher H. Clark,5,1
Roger Mortimer de Chirk,6,0
Carl W. Ackerman,5,1
Mária Telkes,5,1
"William Seymour, 2nd Duke of Somerset",10,0
Matthias Bernegger,4,0
Stephanie L. Kwolek,7,1
Balthasar Permoser,7,0
Magnus of Füssen,5,0
Salvador Jovellanos,6,0
Tore Hjort,4,0
Nathanael Greene,5,1
Omar Ali Saifuddin II of Brunei,8,0
George Foster Shepley,5,1
Charles Bronson,3,1
Cadwallader D. Colden,8,1
Matthew II Csák,5,0
Ilias Miniatis,5,0
Johann Arnold Nering,5,0
Henry Koster,4,1
Adelaide of Savoy,4,0
Pierre de Foix,5,0
Nelsan Ellis,5,1
Henri Marie Ducrotay de Blainville,10,0
Henry William Stiegel,6,1
Hedy Lamarr,5,1
Ernest Hemingway,3,1
Morgan ap Morgan,4,0
Robert of Gloucester,4,0
Louis d'Harcourt,6,0
Thomas,2,0
Ercole de' Roberti,7,0
Étienne de Senlis,5,0
Richwin,3,0
Filippo Belforti,6,0
Ezra Dean,3,1
Carl Wigand Maximilian Jacobi,6,0
Otto Meissner,4,0
André Félibien,5,0
Alexander Graham Bell,4,1
John F. Kennedy,5,1
Augustus A. Chapman,6,1
Michele Sanmicheli,5,0
Tiberius Julius Ininthimeus,9,0
Beatrice Hicks,3,1
Engelbert II of the Mark,7,0
John J. Mooney,5,1
Brancaleone Doria,5,0
Eleanor de Guzmán,4,0
John Hancock,3,1
Johann Werdenberg,4,0
Murong Wei,4,0
Allen G. Debus,6,1
Suzy Covey,5,1
Misha Mahowald,6,1
Johann Wilhelm Furchheim,6,0
Anna Krölin,5,0
Harvey Milk,3,1
"Margaret of Lusignan, Queen of Armenia",10,0
Natalie Clifford Barney,4,1
Milton L. Humason,6,1
Barnum Brown,4,1
Gerry Goffin,4,1
Saint Arsenije I Sremac,7,0
William Crawford,3,1
Winifred Asprey,5,1
Catherine of Bologna,4,0
Henry Muhlenberg,5,1
Richard de Fournival,5,0
Friedrich Robert Helmert,5,0
George Gamow,4,1
Curtis LeMay,4,1
Janus Lascaris,5,0
John Comyn,4,0
Gabriele de' Gabrielli,7,0
George Peter Alexander Healy,5,1
Hans-Werner Grosse,5,0
三原春上,5,0
John Wayne,3,1
Puccio Pucci,5,0
Urs Werder,4,0
William of Nassau-Hilchenbach,8,0
Andreas Joachim von Kleist,6,0
Frank Capra,4,1
Little Richard,3,1
Jacques Cartier,3,0
John Clopton,4,1
Jude Milhon,4,1
Christopher Hitchens,4,1
Hino Yasuko,5,0
Wanyan Yungong,5,0
Don Alden Adams,4,1
Michael IX Palaiologos,6,0
Beatrice of Nuremberg,4,0
Richard Courant,3,1
Li Mao,3,0
Kurt Koffka,5,1
Karl Freund,3,1
Li Changqi,4,0
Ernst Friedrich Apelt,5,0
Gijsbrecht IV of Amstel,8,0
Charles K. Kao,5,1
Zachary Taylor,3,1
Abu Bakr,4,0
Rita Hayworth,4,1
Bartholomäus van der Lake,8,0
John Tyler,3,1
Huang Jucai,4,0
Michael Hastings,3,1
Sancho I of Gascony,7,0
Álvaro Caminha,5,0
Aymeric of Piacenza,6,0
Dutch Clark,3,1
"Charles Emmanuel I, Duke of Savoy",8,0
Marilyn Monroe,3,1
Charles Lewis Gazin,5,1
Frank Gorshin,5,1
Leopold Mozart,3,0
石川河主,4,0
Heinrich Göbel,4,1
Johann Holzer,4,0
Nicholas Bayard,3,1
Francis II of Naxos,6,0
Sam Peckinpah,5,1
Henry Edwards,3,1
Lucile Quarry Mann,5,1
Max von Stephanitz,5,0
William of Bitton I,6,0
Ōe no Masafusa,7,0
Edward VI of England,5,0
Henrique Soares da Costa,6,0
Beulah Louise Henry,5,1
Magdalena Sibylla of Neidschutz,8,0
Friedrich von Jena,4,0
Kathleen Antonelli,4,1
"Henry Howard, Earl of Surrey",7,0
Jonathan Edwards,3,1
Charles I of Austria,5,0
George Roy Hill,4,1
Meingold of Huy,6,0
Stephan Fadinger,4,0
Maria Nagaya,4,0
"Hedwig Jagiellon, Electress of Brandenburg",12,0
Rita Hayworth,4,1
Ibn Shahr Ashub,6,0
George Cassander,4,0
Orson Welles,4,1
John Quincy Adams,4,1
"Wolfgang Julius, Count of Hohenlohe-Neuenstein",12,0
Bar Hebraeus,5,0
Jean Gabin,4,0
James A. Garfield,5,1
Anthony of Padua,4,0
Jules Dubois,3,1
Urraca of Zamora,5,0
Marie de Bourbon,4,0
Joachim Martin Falbe,5,0
"William I, Count of Nevers",8,0
Fyodor Tyutchev,6,0
John II Doukas of Thessaly,8,0
Hermann von Fehling,5,0
Catherine of Saxe-Lauenburg,7,0
Emil Hübner,4,0
Hans Hermann Behr,4,1
Conrad von Einbeck,5,0
Empress Chengxiaozhao,7,0
William Sidney Mount,4,1
John Augustus Roebling,6,1
Marcel Breuer,4,1
Joan Crawford,3,1
Teddy Billington,4,1
Mark Weiser,4,1
Yuri Nosenko,5,1
Edward Teller,3,1
Gang Hui-an,5,0
"Frederick Charles Ferdinand, Duke of Brunswick-Lüneburg",12,0
John Jacob Astor I,5,1
Matthias Quad,3,0
Michael Wilson,3,1
Hywel ap Ieuaf,7,0
Anton LaVey,4,1
Lotte Lehmann,4,1
Elie Wiesel,5,1
Robert J. Wilke,6,1
Max Dehn,4,1
Aaliyah,4,1
Casimir I of Opole,7,0
Aaliyah,4,1
Paul Francke,4,0
Vladimir III Mstislavich,7,0
Johann Christoph Gatterer,6,0
William Dieterle,4,1
Johnny Cash,3,1
Luis de Milán,4,0
Jocky Wilson,4,0
Abel Huntington,3,1
Hasan al-Rammah,7,0
Edward Lasker,4,1
Louis King,3,1
Johann Friedrich Dieffenbach,6,0
Elizabeth Taylor,3,1
Christopher Memminger,5,1
Grace Raymond Hebard,5,1
Fray Martín de Murúa,7,0
Martin Luther King Jr.,6,1
Joe Zawinul,5,1
Mary Anderson,3,1
Julia O'Connor,5,1
Calvin Coolidge,3,1
Nate Dogg,3,1
"Nicholas I, Lord of Mecklenburg",7,0
Matej Ninoslav,6,0
D. W. Griffith,6,1
Aaron Sopher,4,1
Woodrow Wilson,4,1
Richard de Luci,4,0
Manuel Montt,4,0
Shirley Knight,3,1
García I of León,5,0
Max Rudolf,3,1
Larry King,3,1
Sam Spiegel,3,1
Sophia of Hanover,4,0
Philip Agee,4,1
Jacob Kettler,4,0
Rita Hayworth,4,1
Curtis Bernhardt,4,1
Agnes of Baden,4,0
Giuseppe Guarneri,4,0
Antonio Calvi,4,0
Lois Bancroft Long,4,1
Louis Gunther of Nassau,5,0
Alexander Cartwright,3,1
Werner von Falkenstein,5,0
Jochen Liedtke,5,0
James Mitchell Varnum,6,1
Vittoria Accoramboni,7,0
Leroy Shield,3,1
Martha Washington,3,1
Arcangelo Corelli,5,0
Johnny Cash,3,1
John Carroll,3,1
Jack Kramer,3,1
Kim Hunter,3,1
Pons d'Ortaffa,8,0
John Belushi,4,1
Pauline Betz,4,1
Elias of Jerusalem,4,0
Andrew S. Fulton,5,1
Jimmy Miller,3,1
Edgar Allan Poe,4,1
Chariton of Constantinople,5,0
Alessandro Tassoni,5,0
"Marie, Countess of Ponthieu",8,0
William Hamilton,3,0
Stan Getz,4,1
Henry Chichele,5,0
Jim Fitzgerald,3,1
"Frederick III, Burgrave of Nuremberg",8,0
Herbert Backe,4,0
Leonard Nimoy,4,1
Francis Lewis,3,1
John of Legnano,5,0
Whitney Houston,3,1
Elisabeth Schumann,3,1
Antoine Parent,3,0
Abigail Adams,3,1
Robert Wise,3,1
Ted Stevens,3,1
Aaliyah,4,1
John Winthrop the Younger,5,1
Chet Baker,4,1
"Alan, 1st Earl of Richmond",9,0
Carl Sagan,3,1
Christy Mathewson,4,1
Millard Fillmore,4,1
Jelena Balšić (Lazarević),10,0
Charles Griffin,3,1
"Alfred A. Knopf, Sr.",8,1
Margaret Erskine,3,0
Shirley Knight,3,1
Andrew Johnson,3,1
David Darling,3,1
Friedrich Ludwig Abresch,6,0
焦度,3,0
Andreas Pouchenius,5,0
Bartholomäus May,6,0
Edmund M. Clarke,5,1
Charles Lewis Gazin,5,1
Johannes Bohn,3,0
Ewald Friedrich von Hertzberg,7,0
Richard de Gerberoy,5,0
William A. Burwell,6,1
Bartolomeo della Capra,7,0
"George William, Duke of Liegnitz",9,0
William Faulkner,3,1
John J. Roane,6,1
Abner Nash,4,1
Stanley Donen,4,1
Henry Beaufort,3,0
Chen Li,3,0
Ralph McKittrick,5,1
Thomas B. Jackson,5,1
Eric IX of Sweden,5,0
Li Lian,3,0
Jacob Read,3,1
Margaret Leijonhufvud,8,0
Severn E. Parker,6,1
Eudoxia Woodward,5,1
Martin Schwarzschild,4,1
John Doeg,4,1
Ira Remsen,4,1
Bruce Lee,3,1
Robert III of Scotland,5,0
Albert Schwegler,5,0
Herman II Hoen,5,0
Robert Lowie,4,1
Agnes von Hohenlohe,6,0
Epiphanius of Salamis,7,0
"John de Bohun, 5th Earl of Hereford",12,0
Earle Meadows,4,1
Frederick Valentine Melsheimer,6,1
Stanley Donen,4,1
William Segar,4,0
Daniel Sanders,3,0
Ted Schroeder,3,1
Maria Komnene,4,0
Dutch Clark,3,1
Pauline Betz,4,1
William McKinley,3,1
"Archibald Douglas, 6th Earl of Angus",11,0
Ibn al-Qabisi,7,0
Thomas Dudley,3,1
Rachel Fuller Brown,4,1
Bettie Page,4,1
"Odo III, Duke of Burgundy",8,0
Gian Maria Visconti,4,0
Li He,3,0
Maximilian von Welsch,6,0
Friedrich Wilhelm von Steuben,6,1
Abraham Maslow,4,1
"Renaud II, Count of Clermont",8,0
Johannes Jakob Buxtorf,6,0
Heinrich Scheidemann,5,0
Karl Brown,3,1
Anthony Sowell,4,1
Pierre de La Broce,6,0
Bolesław Jerzy of Mazovia,8,0
Magdalene Sibylle of Holstein-Gottorp,12,0
Olive Dennis,3,1
Rita Hayworth,4,1
Gruffudd ap Cynan,7,0
Karl Brown,3,1
Ferenc Maksay,6,0
John Winthrop the Younger,5,1
Prince Moritz of Anhalt-Dessau,9,0
Aaliyah,4,1
Olive Dennis,3,1
DeForest Kelley,4,1
Cyd Charisse,5,1
John Ford,3,1
Li Bing,3,0
Johannes Soreth,4,0
Jan van Virneburg,6,0
Annie Easley,4,1
Henry Gunther,3,1
Dankmar Adler,4,1
Joseph Schubert,3,0
William Shippen,4,1
Iovianus Pontanus,6,0
Sultan Cem,3,0
Myrtle Bachelder,5,1
Vincenzo Tamagni,4,0
John Bramhall,4,0
Robert Lowie,4,1
Paul Bern,3,1
Newton Cannon,3,1
Claude I Carondelet,6,0
Lou Costello,3,1
Ulrich II. von Dapfen,7,0
Ludvig Koch,4,0
Michel Poncet de La Rivière,7,0
Buddy Holly,3,1
Francis Daniel Pastorius,5,1
Muhammad ibn Sa'd ibn Mani' al-Baghdadi,14,0
Yuwen Shiji,5,0
Carl Tanzler,4,1
Philipp Jeningen,4,0
Alan Perlis,4,1
Jacob Crocheron,4,1
Ludwig Yorck von Wartenburg,8,0
Theodulf of Orléans,7,0
Ezra Dean,3,1
Sarah Palfrey Cooke,5,1
Israel Kamakawiwoʻole,7,1
Werner Jaeger,3,1
Constance of Burgundy,5,0
Robert Mitchum,4,1
Titu Cusi,5,0
Henry Bate of Malines,6,0
John J. Morgan,5,1
Gábor Béla Fodor,6,1
Edward Lasker,4,1
Christian Julius Wilhelm Schiede,6,0
Ted Schroeder,3,1
Frieda Fromm-Reichmann,8,1
Johannes von Goch,5,0
Frank Lloyd,3,1
Sarah Bernhardt,4,0
Joan Crawford,3,1
Charles A. Ferguson,5,1
Myrtle Bachelder,5,1
Heinrich von Herford,5,0
Silas Wood,4,1
Fatty George,3,0
Johann Friedrich Mayer,4,0
Kate Gleason,3,1
Johanna van Clermont,4,0
Wolfgang zu Stolberg-Wernigerode,10,0
Brunetto Latini,5,0
George Peppard,4,1
Domenico Colombo,4,0
Thomas Alva Edison,4,1
Xerxes I,4,0
Elizabeth of Bohemia,4,0
Miloš Forman,4,1
Hans Denck,4,0
Marguerite de Bourgogne,5,0
Christoph Matthäus Pfaff,6,0
Johannes Khuen,4,0
Jeanne de Forez,5,0
Jacqueline Cochran,3,1
Kathleen Antonelli,4,1
Gerald Ford,3,1
Francis Walker,3,1
Robert (II) de Vieuxpont,8,0
Augustin von Alveld,6,0
Charles Lindbergh,4,1
David Brown,3,1
Saint Donatus of Muenstereifel,9,0
Manfred Bukofzer,5,1
Amber Rayne,4,1
Pribislaw I,5,0
Phil Spector,3,1
Edmond Boissier,5,0
Isabel Marshal,3,0
Andrew S. Fulton,5,1
"Albert, 8th Prince of Thurn and Taxis",13,0
Karoline von Woltmann,7,0
Christian Karl August Ludwig von Massenbach,8,0
Leonard B. Jordan,5,1
Agnes Le Louchier,5,0
Enid Markey,5,1
James Joseph Dresnok,5,1
Basil Faber,3,0
Paul Hindemith,5,1
Otto Julius Bierbaum,5,0
Sophia of Bavaria,4,0
Willa of Tuscany,5,0
John of Ávila,4,0
Sarah Kemble Knight,5,1
Arnold Duckwitz,4,0
Gottlieb Wilhelm Bischoff,6,0
Bobby Fischer,3,1
John Parricida,5,0
Ludwig Edinger,4,0
Carl Ludwig Willdenow,6,0
Theodor Mommsen,5,0
Martin Stephan,3,1
Leo IX,3,0
Count Claude Florimond de Mercy,8,0
Moriz Heider,5,0
Francis Lewis,3,1
Jewell James Ebers,5,1
Stephen Crane,3,1
"Richard Robinson, 1st Baron Rokeby",11,0
Angelus Rumpler,5,0
Abu'l-Faraj ibn al-Jawzi,12,0
"Pedro Afonso, conde de Barcelos",8,0
Max Lilienthal,4,1
Curtis Bernhardt,4,1
Étienne Bézout,5,0
Dorothea Marie of Saxe-Gotha-Altenburg,13,0
"William, Count of Perche",7,0
Edmund M. Clarke,5,1
Cesare Borgia,5,0
"Alphonse, Count of Poitiers",7,0
"Eberhard II, Duke of Württemberg",10,0
Mildred Cohn,4,1
Annabelle Lee,4,1
Johann I of Salm,6,0
Martin Van Buren,4,1
Margaret Hutchinson Rousseau,4,1
Harry W. Holmes,5,0
Vitas,3,0
"George Albert, Prince of East Frisia",9,0
Marta Bohn-Meyer,5,1
William J. Lewis,5,1
Dennis M. Ritchie,5,1
Benedetto Dei,4,0
Li Ye,3,0
Jean Bartik,4,1
John Carroll,3,1
Thomas Monteagle Bayly,6,1
Jacob Leisler,4,0
Charles Dickens,3,0
Ignaz von Döllinger,7,0
Steve Jobs,3,1
Carl Friedrich Voigt,4,0
Friedrich Nicolaus Bruhns,7,0
Rod Milburn,4,1
Edward Teller,3,1
Paul the Deacon,4,0
Aaron Sopher,4,1
Cui Yan,4,0
Joyce Jacobson Kaufman,4,1
Eddie Arcaro,4,1
Fernando Perez de Traba,6,0
John J. Mooney,5,1
Marguerite de Marly,6,0
Nelson H. Barbour,5,1
Geoffroy de Rohan,5,0
Zebulon Pike,4,1
Jonathan Edwards,3,1
John Doeg,4,1
Wernher von Braun,6,1
Michael Szilágyi,6,0
Karl Grün,3,0
Martin Roman,3,1
"John VI, Duke of Mecklenburg",7,0
Michael Chekhov,4,1
Joanna z Balneo,5,0
Walter Cronkite,4,1
Benjamin Franklin,3,1
Christian Doppler,3,0
Carl Barks,4,1
Francis Daniel Pastorius,5,1
Vlatko Vuković,7,0
Christine of Hesse,4,0
Abel Huntington,3,1
Shihab al-Din al-Qarafi,11,0
Elizabeth Taylor,3,1
Hans von Ahlefeldt,6,0
Lucy Weston Pickett,4,1
"Odo, Count of Nevers",8,0
